model,dataset,demographics,auc,iteration,metric
snowflake-arctic-embed-l-v2.0,welfare,2,0.25930933660946043,9,spearman
multilingual-e5-base,welfare,2,0.18701424729516827,9,spearman
text-embedding-3-large,rai,Mand,0.23002514791511802,9,spearman
m2v-dfm-large,welfare,1,0.21913112597021825,9,spearman
M2V_base_output,welfare,1,0.10079246504475947,9,spearman
model2vecdk,welfare,3,0.25023894284347253,9,spearman
paraphrase-multilingual-mpnet-base-v2,rai,Mand,0.23002282117841732,9,spearman
potion-multilingual-128M,rai,Kvinde,0.1581642453818786,9,spearman
M2V_base_output,rai,Unknown,0.07825227224039014,9,spearman
potion-base-8M,welfare,3,0.09761024927982233,9,spearman
EmbeddingGemma-Scandi-300m,welfare,1,0.2775201959578165,9,spearman
nb-sbert-base,welfare,1,0.2721391861800793,9,spearman
model2vecdk-stem,welfare,2,0.12873943400734247,9,spearman
model2vecdk,rai,Unknown,0.22417942601926844,9,spearman
LaBSE,welfare,2,0.21892334945457975,9,spearman
xlm-roberta-base,welfare,11,0.11694069726030136,9,spearman
EmbeddingGemma-Scandi-300m,welfare,3,0.30366925298148834,9,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,3,0.13358604316335518,9,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,11,0.32318458961709223,9,spearman
M2V_base_output,welfare,4,0.1465120183767077,9,spearman
mxbai-embed-large-v1,welfare,11,0.12219817529093478,9,spearman
dfm-sentence-encoder-large,rai,Mand,0.18552039724976382,9,spearman
EmbeddingGemma-Scandi-300m,welfare,4,0.28064284823608976,9,spearman
potion-multilingual-128M,welfare,4,0.25898569576216796,9,spearman
text-embedding-ada-002,welfare,4,0.23522759093545947,9,spearman
potion-base-8M,welfare,1,0.12562685218759986,9,spearman
Qwen3-Embedding-0.6B,welfare,3,0.0404325014695879,9,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,3,0.2574793217938985,9,spearman
M2V_base_glove,welfare,3,0.08342144429380408,9,spearman
potion-base-2M,welfare,4,0.1331609900548233,9,spearman
potion-multilingual-128M,welfare,11,0.2671506795672124,9,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,1,0.13880650355435273,9,spearman
EmbeddingGemma-Scandi-300m,welfare,11,0.3301195850110981,9,spearman
text-embedding-3-small,welfare,11,0.29077867111309674,9,spearman
snowflake-arctic-embed-l-v2.0,rai,Mand,0.19360773364319192,9,spearman
bge-m3,welfare,1,0.25547936517574704,9,spearman
M2V_base_glove_subword,welfare,1,0.09204416747772741,9,spearman
text-embedding-ada-002,welfare,1,0.27004551623628237,9,spearman
multilingual-e5-large,welfare,2,0.20303452043606796,9,spearman
EmbeddingGemma-Scandi-300m,rai,Kvinde,0.20022473632799515,9,spearman
static-similarity-mrl-multilingual-v1,welfare,1,0.21023428884810713,9,spearman
potion-base-2M,rai,Mand,0.11829008569540533,9,spearman
bge-m3,welfare,3,0.20473886390627885,9,spearman
potion-base-8M,welfare,11,0.153659392737019,9,spearman
multilingual-e5-large,welfare,11,0.23212033328304957,9,spearman
dfm-sentence-encoder-large,welfare,2,0.13822421218566727,9,spearman
Qwen3-Embedding-0.6B,rai,Unknown,0.08493484666662139,9,spearman
Qwen3-Embedding-Scandi-0.6B,rai,Unknown,0.22316840135199864,9,spearman
nb-sbert-base,welfare,11,0.26876530247869646,9,spearman
multilingual-e5-large,rai,Kvinde,0.20518629367374558,9,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,3,0.29514589431947924,9,spearman
mxbai-embed-large-v1,welfare,3,0.11766507180795534,9,spearman
M2V_base_glove,rai,Unknown,0.09076351746085867,9,spearman
m2v-dfm-large,rai,Unknown,0.2489171109442021,9,spearman
potion-base-2M,rai,Unknown,0.09133325825265282,9,spearman
m2v-dfm-large,welfare,2,0.17438696335905646,9,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,2,0.10243892270258985,9,spearman
xlm-roberta-base,rai,Mand,0.13649245699348944,9,spearman
text-embedding-3-small,welfare,1,0.2854833441076489,9,spearman
static-similarity-mrl-multilingual-v1,rai,Mand,0.14155903191633984,9,spearman
dfm-sentence-encoder-large,welfare,11,0.1797618874916075,9,spearman
M2V_base_glove_subword,rai,Kvinde,0.11173769139430353,9,spearman
potion-base-2M,rai,Kvinde,0.09562640431503779,9,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,4,0.27819712137060104,9,spearman
model2vecdk-stem,welfare,11,0.2414278421165116,9,spearman
multilingual-e5-base,welfare,4,0.1828106968578672,9,spearman
text-embedding-3-small,welfare,2,0.2470638312894898,9,spearman
M2V_base_glove,welfare,2,0.01382974846003474,9,spearman
LaBSE,rai,Mand,0.17185343461560135,9,spearman
mxbai-embed-large-v1,welfare,4,0.13504653393975727,9,spearman
static-similarity-mrl-multilingual-v1,welfare,11,0.16617506811850483,9,spearman
text-embedding-3-large,welfare,1,0.26360374782732104,9,spearman
mmBERTscandi-base-embedding,welfare,11,0.21010076315226445,9,spearman
mxbai-embed-large-v1,rai,Unknown,0.18298231268995468,9,spearman
multilingual-e5-small,welfare,3,0.16520720475208842,9,spearman
multilingual-e5-base,rai,Mand,0.17467081304426413,9,spearman
text-embedding-3-small,rai,Kvinde,0.20446716071068052,9,spearman
xlm-roberta-base,welfare,3,0.07253675709438905,9,spearman
Human,welfare,1,0.43922292675408703,0,spearman
Human,rai,Kvinde,0.5191400752442328,0,spearman
Human,welfare,11,0.4622456453282469,0,spearman
Human,rai,Mand,0.5068284493784385,0,spearman
Human,welfare,2,0.45660949318613914,0,spearman
Human,rai,Unknown,0.40596760378007063,0,spearman
Human,welfare,3,0.47421380222041054,0,spearman
Human,welfare,4,0.4409797233777548,0,spearman
Human,welfare,1,0.45892704222387776,1,spearman
Human,welfare,2,0.49345040003273144,1,spearman
Human,welfare,3,0.43859660078364454,1,spearman
Human,welfare,11,0.4933023770675055,1,spearman
Human,rai,Kvinde,0.510255665224249,1,spearman
Human,rai,Unknown,0.44861652072548946,1,spearman
Human,welfare,4,0.4305257366166486,1,spearman
Human,rai,Mand,0.49672302928053963,1,spearman
Human,rai,Kvinde,0.5054176554133999,2,spearman
Human,welfare,1,0.4505380384269965,2,spearman
Human,welfare,11,0.478859109198965,2,spearman
Human,welfare,4,0.4468827470832808,2,spearman
Human,welfare,2,0.4685453373583933,2,spearman
Human,rai,Unknown,0.41979305094938474,2,spearman
Human,welfare,3,0.4745558751648175,2,spearman
Human,rai,Mand,0.5096918430148082,2,spearman
Human,welfare,11,0.48770132799781885,3,spearman
Human,welfare,4,0.42044542083580444,3,spearman
Human,rai,Kvinde,0.517494887370403,3,spearman
Human,welfare,2,0.5178354352685698,3,spearman
Human,rai,Mand,0.4981227102158234,3,spearman
Human,welfare,1,0.4763616929429385,3,spearman
Human,rai,Unknown,0.4308744034293538,3,spearman
Human,welfare,3,0.47575567645172934,3,spearman
Human,rai,Kvinde,0.5090942160319437,4,spearman
Human,welfare,2,0.47388622906373706,4,spearman
Human,welfare,11,0.4773164026427686,4,spearman
Human,rai,Mand,0.48980993776572684,4,spearman
Human,welfare,1,0.5032565968128283,4,spearman
Human,welfare,3,0.4741878080509732,4,spearman
Human,rai,Unknown,0.4313550350133965,4,spearman
Human,welfare,4,0.42370663621936067,4,spearman
Human,rai,Kvinde,0.5074707790116981,5,spearman
Human,welfare,1,0.41663346140166546,5,spearman
Human,rai,Mand,0.5000319750383633,5,spearman
Human,welfare,2,0.448345522182934,5,spearman
Human,rai,Unknown,0.37741053259174123,5,spearman
Human,welfare,4,0.450821701525158,5,spearman
Human,welfare,11,0.4770845979940526,5,spearman
Human,welfare,3,0.4620064505827903,5,spearman
Human,welfare,2,0.4696631774445355,6,spearman
Human,welfare,3,0.45336633857739617,6,spearman
Human,rai,Unknown,0.40082794924669735,6,spearman
Human,welfare,1,0.47267006934008726,6,spearman
Human,welfare,11,0.48409514235772055,6,spearman
Human,welfare,4,0.45669346611980044,6,spearman
Human,rai,Kvinde,0.5048082645958838,6,spearman
Human,rai,Mand,0.501042178971045,6,spearman
Human,rai,Unknown,0.3884453606383342,7,spearman
Human,welfare,1,0.45221246128898607,7,spearman
Human,welfare,11,0.47618675262924287,7,spearman
Human,welfare,3,0.4645019217782463,7,spearman
Human,welfare,2,0.5240957292642558,7,spearman
Human,welfare,4,0.4538143892337786,7,spearman
Human,rai,Kvinde,0.49827108175276696,7,spearman
Human,rai,Mand,0.5052876380376368,7,spearman
Human,welfare,3,0.47155353302831393,8,spearman
Human,rai,Mand,0.49290933606447085,8,spearman
Human,rai,Unknown,0.39968900485838893,8,spearman
Human,welfare,1,0.47014058624156335,8,spearman
Human,welfare,4,0.46964048352980353,8,spearman
Human,welfare,11,0.48000822425645195,8,spearman
Human,welfare,2,0.43530662376140633,8,spearman
Human,rai,Kvinde,0.5137268890915984,8,spearman
Human,rai,Kvinde,0.5052261780605077,9,spearman
Human,rai,Unknown,0.3504367269647102,9,spearman
Human,welfare,2,0.4605678866958897,9,spearman
Human,welfare,1,0.4264365134476255,9,spearman
Human,rai,Mand,0.4924844737866871,9,spearman
Human,welfare,3,0.4541502732257234,9,spearman
Human,welfare,4,0.4535847183320858,9,spearman
Human,welfare,11,0.47965339252360434,9,spearman
