model,dataset,demographics,iteration,auc
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-welfare,welfare,3,3,0.2088218668777126
Qwen3-Embedding-0.6B__prompt-meaning,welfare,2,5,0.306980608635127
multilingual-e5-large-instruct__prompt-cluster__ctx-rai,rai,Kvinde,2,0.3560715929180013
multilingual-e5-large-instruct__prompt-topic,rai,Unknown,3,0.4317421296775291
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,welfare,4,9,0.20899434667157293
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,2,2,0.23109749079728278
multilingual-e5-large-instruct__prompt-similarity__ctx-rai,rai,Kvinde,5,0.3423382006558295
Qwen3-Embedding-0.6B__prompt-grouping__ctx-welfare,welfare,3,6,0.24406526227319525
Qwen3-Embedding-Scandi-0.6B__prompt-cluster__ctx-welfare,welfare,4,0,0.19253754932770328
EmbeddingGemma-Scandi-300m__prompt-grouping,rai,Unknown,8,0.25726167375492165
Qwen3-Embedding-0.6B__prompt-cluster__ctx-welfare,welfare,1,1,0.3098025276005048
Qwen3-Embedding-0.6B__prompt-meaning__ctx-welfare,welfare,1,1,0.3529167931896785
multilingual-e5-large-instruct__prompt-similarity,welfare,11,9,0.4167638109819409
multilingual-e5-large-instruct__prompt-similarity,welfare,2,0,0.41674083210905866
multilingual-e5-large-instruct__prompt-cluster,welfare,2,8,0.44733712792029623
Qwen3-Embedding-0.6B__prompt-grouping__ctx-welfare,welfare,2,0,0.26361507515940763
Qwen3-Embedding-0.6B__prompt-meaning,welfare,11,1,0.2922503908085459
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,2,5,0.21361904274837362
multilingual-e5-large-instruct__prompt-meaning,welfare,11,6,0.3968259779170369
multilingual-e5-large-instruct__prompt-topic__ctx-welfare,welfare,4,8,0.3752377751789865
multilingual-e5-large-instruct__prompt-similarity__ctx-welfare,welfare,11,3,0.3754462443618135
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-rai,rai,Mand,0,0.2311153327241344
Qwen3-Embedding-Scandi-0.6B__prompt-meaning__ctx-welfare,welfare,1,4,0.2451010125988941
multilingual-e5-large-instruct__prompt-similarity,rai,Mand,5,0.3470440773589753
EmbeddingGemma-Scandi-300m__prompt-grouping,rai,Mand,5,0.22858694652855271
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,rai,Mand,0,0.20981452469064168
EmbeddingGemma-Scandi-300m__prompt-meaning__ctx-welfare,welfare,2,1,0.3139489621395087
multilingual-e5-large-instruct__prompt-cluster__ctx-welfare,welfare,4,9,0.3521174050930333
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,rai,Unknown,9,0.27393566312013506
multilingual-e5-large-instruct__prompt-similarity,rai,Kvinde,2,0.36968062593002143
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,3,2,0.43409213512361394
Qwen3-Embedding-0.6B__prompt-topic__ctx-welfare,welfare,1,6,0.3161186143571761
multilingual-e5-large-instruct__prompt-cluster,rai,Unknown,1,0.3871209497115154
multilingual-e5-large-instruct__prompt-similarity,welfare,2,8,0.41118218312171173
multilingual-e5-large-instruct__prompt-cluster__ctx-rai,rai,Unknown,1,0.36079386970741845
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,1,3,0.4074410057453316
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,4,2,0.19311392473947953
multilingual-e5-large-instruct__prompt-topic__ctx-welfare,welfare,3,5,0.46160248487594624
multilingual-e5-large-instruct__prompt-topic__ctx-welfare,welfare,1,2,0.46778908646323153
EmbeddingGemma-Scandi-300m__prompt-cluster,rai,Unknown,4,0.26643351548046385
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-rai,rai,Unknown,0,0.27777467288900043
multilingual-e5-large-instruct__prompt-meaning,welfare,1,3,0.4287691694800309
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,rai,Kvinde,3,0.21779958286400639
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,2,0,0.3532886421292378
Qwen3-Embedding-0.6B__prompt-meaning,welfare,1,4,0.32322278463468535
multilingual-e5-large-instruct__prompt-meaning,welfare,1,9,0.4577189200629927
multilingual-e5-large-instruct__prompt-cluster,rai,Mand,0,0.35982586938022243
Qwen3-Embedding-0.6B__prompt-similarity__ctx-welfare,welfare,3,3,0.3389788976523165
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-rai,rai,Mand,2,0.25009596729937295
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-rai,rai,Kvinde,3,0.25283961585682907
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,3,2,0.2218869341234898
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-welfare,welfare,2,0,0.3046355683052743
Qwen3-Embedding-0.6B__prompt-cluster,rai,Mand,4,0.12409731917143907
multilingual-e5-large-instruct__prompt-meaning,rai,Mand,6,0.32494159797648686
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,rai,Mand,0,0.2007954890284081
multilingual-e5-large-instruct__prompt-grouping__ctx-rai,rai,Kvinde,8,0.34722630374663466
Qwen3-Embedding-Scandi-0.6B__prompt-topic__ctx-welfare,welfare,2,4,0.18822279756187535
multilingual-e5-large-instruct__prompt-cluster__ctx-rai,rai,Kvinde,9,0.35756514205710016
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-welfare,welfare,2,6,0.22199047996747845
Qwen3-Embedding-Scandi-0.6B__prompt-cluster__ctx-welfare,welfare,4,4,0.19709845447262056
multilingual-e5-large-instruct__prompt-topic,welfare,2,0,0.4815679671881915
multilingual-e5-large-instruct__prompt-grouping,rai,Mand,5,0.3549616094556583
EmbeddingGemma-Scandi-300m__prompt-meaning__ctx-rai,rai,Unknown,1,0.2541876975165057
EmbeddingGemma-Scandi-300m__prompt-meaning__ctx-rai,rai,Kvinde,0,0.25216685258568516
Qwen3-Embedding-0.6B__prompt-grouping__ctx-rai,rai,Unknown,4,0.21471377028969643
multilingual-e5-large-instruct__prompt-cluster,welfare,11,3,0.433559826765981
multilingual-e5-large-instruct__prompt-similarity__ctx-welfare,welfare,11,4,0.35955902110464855
multilingual-e5-large-instruct__prompt-grouping,welfare,4,4,0.38880193824380277
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-welfare,welfare,11,2,0.35958599737392943
multilingual-e5-large-instruct__prompt-similarity__ctx-welfare,welfare,11,7,0.3609950631030789
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-welfare,welfare,4,4,0.1993908201212427
multilingual-e5-large-instruct__prompt-similarity__ctx-welfare,welfare,3,1,0.39550768757213817
multilingual-e5-large-instruct__prompt-cluster__ctx-welfare,welfare,1,2,0.4332898025806123
multilingual-e5-large-instruct__prompt-topic__ctx-welfare,welfare,1,9,0.5152387285254054
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,4,6,0.1875065558946426
Qwen3-Embedding-0.6B__prompt-cluster,welfare,3,0,0.19935112504729113
multilingual-e5-large-instruct__prompt-grouping__ctx-rai,rai,Kvinde,0,0.35470148821194586
Qwen3-Embedding-Scandi-0.6B__prompt-cluster__ctx-welfare,welfare,4,1,0.19565306881007924
Qwen3-Embedding-0.6B__prompt-grouping,welfare,2,8,0.2940141158264307
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-rai,rai,Kvinde,6,0.24987842819114842
Qwen3-Embedding-0.6B__prompt-grouping__ctx-welfare,welfare,3,9,0.23672372536739628
Qwen3-Embedding-Scandi-0.6B__prompt-meaning__ctx-welfare,welfare,3,2,0.19388143152543447
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,4,2,0.40148193219372097
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-welfare,welfare,3,7,0.19324434159728204
multilingual-e5-large-instruct__prompt-similarity__ctx-welfare,welfare,4,9,0.327266064195749
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-welfare,welfare,3,0,0.19620134335687675
Qwen3-Embedding-0.6B__prompt-meaning__ctx-welfare,welfare,2,3,0.3635478502047036
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-rai,rai,Mand,0,0.2034094536403757
EmbeddingGemma-Scandi-300m__prompt-cluster,rai,Unknown,8,0.2778625240617031
multilingual-e5-large-instruct__prompt-topic,welfare,11,3,0.4652900977122393
multilingual-e5-large-instruct__prompt-grouping,welfare,4,0,0.3952493301286524
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,3,5,0.46047368733461697
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,rai,Unknown,6,0.3012304730675405
Qwen3-Embedding-Scandi-0.6B__prompt-cluster__ctx-rai,rai,Kvinde,9,0.20690211042401707
Qwen3-Embedding-0.6B__prompt-topic__ctx-welfare,welfare,2,7,0.27673235361404075
Qwen3-Embedding-0.6B__prompt-cluster,welfare,3,7,0.21352428681244767
Qwen3-Embedding-Scandi-0.6B__prompt-meaning__ctx-rai,rai,Kvinde,7,0.1926586262821211
multilingual-e5-large-instruct__prompt-grouping__ctx-rai,rai,Kvinde,1,0.3463829549221938
EmbeddingGemma-Scandi-300m__prompt-grouping__ctx-rai,rai,Mand,9,0.24273772049635287
multilingual-e5-large-instruct__prompt-topic,rai,Mand,8,0.35209813521754607
Qwen3-Embedding-0.6B__prompt-meaning,welfare,3,3,0.2772676984999768
EmbeddingGemma-Scandi-300m__prompt-meaning__ctx-rai,rai,Mand,8,0.23928875859896256
multilingual-e5-large-instruct__prompt-similarity,welfare,2,2,0.4157184838158886
Qwen3-Embedding-0.6B__prompt-grouping,welfare,2,3,0.3116938479412818
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-welfare,welfare,1,4,0.33281852951995256
Qwen3-Embedding-Scandi-0.6B__prompt-cluster__ctx-welfare,welfare,11,8,0.23687445687408137
multilingual-e5-large-instruct__prompt-topic,welfare,11,1,0.4423951333939724
multilingual-e5-large-instruct__prompt-similarity__ctx-rai,rai,Unknown,9,0.42255126533329485
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,welfare,11,2,0.22331270819222673
EmbeddingGemma-Scandi-300m__prompt-similarity,rai,Mand,1,0.24398656831805998
Qwen3-Embedding-0.6B__prompt-grouping,welfare,4,6,0.19292707336243753
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-welfare,welfare,2,3,0.31489445781517533
Qwen3-Embedding-0.6B__prompt-topic__ctx-welfare,welfare,1,8,0.3410576676050478
multilingual-e5-large-instruct__prompt-topic__ctx-welfare,welfare,2,3,0.4335269712432791
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-welfare,welfare,2,8,0.19876668581806758
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,1,5,0.25935042132137254
Qwen3-Embedding-0.6B__prompt-topic,welfare,11,5,0.3574323329151772
Qwen3-Embedding-0.6B__prompt-meaning__ctx-rai,rai,Kvinde,7,0.16811342141107227
multilingual-e5-large-instruct__prompt-cluster__ctx-welfare,welfare,4,6,0.35118772483790883
Qwen3-Embedding-0.6B__prompt-meaning,welfare,2,1,0.2638724971346401
multilingual-e5-large-instruct__prompt-topic,welfare,3,2,0.47674063577319276
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,welfare,1,3,0.2767263816874364
Qwen3-Embedding-0.6B__prompt-grouping__ctx-rai,rai,Kvinde,7,0.12495654583615295
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-rai,rai,Mand,8,0.21707026369195626
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-welfare,welfare,11,9,0.4028775536473974
multilingual-e5-large-instruct__prompt-cluster,rai,Kvinde,3,0.3880217895821672
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-welfare,welfare,2,6,0.19169499534744447
multilingual-e5-large-instruct__prompt-topic__ctx-welfare,welfare,11,5,0.45860538212314494
EmbeddingGemma-Scandi-300m__prompt-cluster,rai,Kvinde,9,0.23921878727761717
multilingual-e5-large-instruct__prompt-cluster,welfare,2,9,0.474876122391682
Qwen3-Embedding-0.6B__prompt-similarity,welfare,2,1,0.25241845790939715
Qwen3-Embedding-0.6B__prompt-similarity__ctx-welfare,welfare,2,5,0.3428783678347321
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-rai,rai,Kvinde,5,0.23877061294161944
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,1,0,0.2580740980121669
EmbeddingGemma-Scandi-300m__prompt-meaning__ctx-rai,rai,Kvinde,4,0.24501525372924624
Qwen3-Embedding-0.6B__prompt-similarity,welfare,3,0,0.19560253886928955
Qwen3-Embedding-0.6B__prompt-grouping__ctx-rai,rai,Kvinde,3,0.11376221512156051
multilingual-e5-large-instruct__prompt-grouping__ctx-welfare,welfare,3,1,0.3935918869028557
multilingual-e5-large-instruct__prompt-similarity,rai,Mand,9,0.3427010387532213
EmbeddingGemma-Scandi-300m__prompt-meaning__ctx-welfare,welfare,4,2,0.27482031509434557
Qwen3-Embedding-0.6B__prompt-similarity,welfare,11,0,0.26871395798305037
multilingual-e5-large-instruct__prompt-cluster,welfare,11,9,0.44394756476199093
multilingual-e5-large-instruct__prompt-similarity,welfare,11,5,0.40871658383860726
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,3,8,0.41942211013952974
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-welfare,welfare,1,4,0.3391985042042274
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,1,2,0.2690350658189892
multilingual-e5-large-instruct__prompt-similarity,welfare,2,9,0.44344325701262394
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-rai,rai,Unknown,2,0.30382139344946085
EmbeddingGemma-Scandi-300m__prompt-similarity,rai,Kvinde,5,0.22582362299618788
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,11,8,0.24875943716270682
multilingual-e5-large-instruct__prompt-grouping__ctx-welfare,welfare,3,5,0.38373761451244276
EmbeddingGemma-Scandi-300m__prompt-cluster,rai,Unknown,3,0.28954218166997037
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,rai,Kvinde,0,0.2015614550072599
EmbeddingGemma-Scandi-300m__prompt-meaning__ctx-welfare,welfare,3,1,0.36295634262850085
multilingual-e5-large-instruct__prompt-topic,rai,Unknown,0,0.43779785743401467
Qwen3-Embedding-0.6B__prompt-similarity,welfare,4,9,0.18101067966940748
Qwen3-Embedding-0.6B__prompt-cluster,welfare,1,2,0.28879996337291103
multilingual-e5-large-instruct__prompt-grouping__ctx-welfare,welfare,3,8,0.37530113240084445
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-welfare,welfare,3,2,0.3702181658441602
EmbeddingGemma-Scandi-300m__prompt-meaning,rai,Unknown,5,0.2855666693613246
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-rai,rai,Kvinde,4,0.19105616381152304
Qwen3-Embedding-0.6B__prompt-topic__ctx-welfare,welfare,3,1,0.28323426442238825
Qwen3-Embedding-0.6B__prompt-cluster,welfare,1,9,0.32350058767213863
multilingual-e5-large-instruct__prompt-cluster__ctx-welfare,welfare,11,9,0.37972366904463495
multilingual-e5-large-instruct__prompt-grouping__ctx-rai,rai,Kvinde,9,0.36008422857174466
EmbeddingGemma-Scandi-300m__prompt-topic,rai,Unknown,6,0.26740934293475505
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,4,1,0.33670381261712584
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,4,7,0.21581642188312594
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,rai,Mand,8,0.20358087582886902
multilingual-e5-large-instruct__prompt-similarity__ctx-rai,rai,Mand,7,0.34482068078729183
multilingual-e5-large-instruct__prompt-grouping__ctx-welfare,welfare,11,2,0.3553674796269589
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,2,6,0.22680200477337503
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,1,4,0.40224729138488846
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,2,7,0.22435493037711576
Qwen3-Embedding-0.6B__prompt-similarity,welfare,4,2,0.18133296653341
Qwen3-Embedding-0.6B__prompt-meaning,rai,Unknown,4,0.24173736174749602
EmbeddingGemma-Scandi-300m__prompt-grouping,rai,Unknown,5,0.26842310371078754
Qwen3-Embedding-0.6B__prompt-grouping__ctx-welfare,welfare,11,5,0.2451905233838587
multilingual-e5-large-instruct__prompt-cluster__ctx-rai,rai,Unknown,3,0.3671821919277526
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,4,9,0.45264617365903853
EmbeddingGemma-Scandi-300m__prompt-meaning__ctx-rai,rai,Kvinde,7,0.2439915824589121
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,3,4,0.2253645570586152
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,rai,Mand,0,0.21515916740040486
Qwen3-Embedding-0.6B__prompt-cluster,rai,Kvinde,9,0.14276222438344113
Qwen3-Embedding-Scandi-0.6B__prompt-meaning__ctx-welfare,welfare,1,5,0.22374988178551716
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-welfare,welfare,3,7,0.21705425669015502
Qwen3-Embedding-0.6B__prompt-topic,rai,Unknown,8,0.2637968659570994
multilingual-e5-large-instruct__prompt-cluster,welfare,4,3,0.4057295581604801
Qwen3-Embedding-0.6B__prompt-grouping,welfare,3,4,0.24984999700612054
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,3,0,0.18762635216023799
multilingual-e5-large-instruct__prompt-meaning,welfare,3,5,0.4072687720377915
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-rai,rai,Kvinde,2,0.24908252284587395
Qwen3-Embedding-0.6B__prompt-cluster__ctx-welfare,welfare,11,6,0.23029971550344086
multilingual-e5-large-instruct__prompt-meaning,welfare,11,3,0.4106369256704519
multilingual-e5-large-instruct__prompt-grouping__ctx-welfare,welfare,2,6,0.39329575413121237
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,rai,Unknown,1,0.31342416837428605
Qwen3-Embedding-0.6B__prompt-meaning,welfare,1,6,0.3338416142799058
multilingual-e5-large-instruct__prompt-similarity,welfare,11,2,0.4069010539737452
multilingual-e5-large-instruct__prompt-topic__ctx-welfare,welfare,4,3,0.38418738764898075
Qwen3-Embedding-0.6B__prompt-topic__ctx-welfare,welfare,11,8,0.315736250806702
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-welfare,welfare,2,0,0.20159278599254712
multilingual-e5-large-instruct__prompt-grouping,rai,Unknown,6,0.4194649175981386
Qwen3-Embedding-0.6B__prompt-similarity,welfare,2,8,0.2825412619634093
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,welfare,2,3,0.22285681230453971
Qwen3-Embedding-0.6B__prompt-meaning,welfare,4,8,0.23360719976526434
Qwen3-Embedding-Scandi-0.6B__prompt-topic__ctx-welfare,welfare,2,9,0.2063243706453454
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-rai,rai,Unknown,4,0.29452829559484095
Qwen3-Embedding-0.6B__prompt-cluster__ctx-welfare,welfare,3,8,0.2667314735449789
multilingual-e5-large-instruct__prompt-meaning__ctx-welfare,welfare,11,8,0.37651327203181595
multilingual-e5-large-instruct__prompt-grouping,welfare,11,3,0.4231711407428068
multilingual-e5-large-instruct__prompt-grouping,rai,Kvinde,5,0.3681300580889629
multilingual-e5-large-instruct__prompt-similarity,welfare,4,7,0.3786142035127707
Qwen3-Embedding-0.6B__prompt-grouping__ctx-welfare,welfare,11,8,0.3022885277750458
EmbeddingGemma-Scandi-300m__prompt-grouping,rai,Unknown,7,0.2469455401007277
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-welfare,welfare,1,0,0.2162387016651283
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-rai,rai,Mand,9,0.24073204811904866
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,11,9,0.48961904195264144
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,3,3,0.4432665782796001
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-welfare,welfare,2,8,0.23379397744258806
multilingual-e5-large-instruct__prompt-grouping,rai,Unknown,4,0.4185490464964179
EmbeddingGemma-Scandi-300m__prompt-grouping__ctx-rai,rai,Unknown,9,0.27657693843012743
EmbeddingGemma-Scandi-300m__prompt-meaning__ctx-rai,rai,Mand,7,0.24455398309393647
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,3,4,0.23147867883992315
Qwen3-Embedding-0.6B__prompt-similarity,rai,Mand,4,0.12495208381570092
Qwen3-Embedding-0.6B__prompt-cluster,rai,Unknown,0,0.181137069370092
EmbeddingGemma-Scandi-300m__prompt-similarity,rai,Kvinde,7,0.22495799912628217
multilingual-e5-large-instruct__prompt-meaning,rai,Mand,5,0.3314247676404767
EmbeddingGemma-Scandi-300m__prompt-grouping__ctx-welfare,welfare,4,0,0.26122541280399453
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,1,5,0.2250210749650598
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,rai,Unknown,3,0.26457123216510964
multilingual-e5-large-instruct__prompt-meaning__ctx-welfare,welfare,4,6,0.34962258593475914
Qwen3-Embedding-0.6B__prompt-meaning__ctx-welfare,welfare,1,8,0.36818795429771023
multilingual-e5-large-instruct__prompt-meaning__ctx-rai,rai,Unknown,9,0.397832971084652
multilingual-e5-large-instruct__prompt-grouping__ctx-rai,rai,Mand,4,0.3423973807593872
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,11,2,0.44911266557835405
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,1,4,0.2774449432057419
Qwen3-Embedding-0.6B__prompt-meaning,rai,Kvinde,1,0.15764089010325802
Qwen3-Embedding-0.6B__prompt-topic__ctx-rai,rai,Unknown,1,0.23705568066837787
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,1,6,0.4119936637548229
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-rai,rai,Mand,0,0.23591010631146386
multilingual-e5-large-instruct__prompt-similarity,welfare,11,4,0.39977644220836017
Qwen3-Embedding-Scandi-0.6B__prompt-meaning__ctx-welfare,welfare,2,1,0.19730194262487116
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,2,9,0.3777109796070936
EmbeddingGemma-Scandi-300m__prompt-cluster,rai,Unknown,7,0.27750805159872627
Qwen3-Embedding-0.6B__prompt-topic,welfare,4,5,0.2502203290044209
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,11,0,0.2296637711719056
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,4,0,0.3858660485550449
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,2,3,0.35872089752322067
EmbeddingGemma-Scandi-300m__prompt-grouping__ctx-welfare,welfare,11,1,0.3478476890971133
Qwen3-Embedding-Scandi-0.6B__prompt-topic__ctx-welfare,welfare,2,0,0.19447320317687225
Qwen3-Embedding-0.6B__prompt-topic,welfare,3,7,0.29265809626425165
Qwen3-Embedding-0.6B__prompt-similarity__ctx-welfare,welfare,1,8,0.3730896000172754
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,3,7,0.2217449558104887
multilingual-e5-large-instruct__prompt-meaning,rai,Kvinde,6,0.34467297488878
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,4,8,0.2187532260746499
multilingual-e5-large-instruct__prompt-cluster,welfare,11,7,0.42786577034449996
EmbeddingGemma-Scandi-300m__prompt-topic,rai,Kvinde,3,0.26965978082214376
EmbeddingGemma-Scandi-300m__prompt-grouping__ctx-rai,rai,Kvinde,4,0.23435433115066912
